hashtags,urls
['MaulidNabi2020'],[]
[],[]
"['Trump', 'Israel', 'Beirut', 'BeirutBlast']",['http://thealtworld.com/gordon_duff/israel-hits-beirut-with-nuclear-missile-trump-and-lebanese-govt-confirm-continually-updatingisrael-hits-beirut-with-nuclear-missile-trump-and-lebanese-govt-confirm']
"['Ukraine', 'BlackLivesMatter']",[]
"['MarcusThuram', 'GeorgeFloyd']",[]
"['debate', 'debates', 'DebateNight']",[]
"['GeorgeFloyd', 'ICantBreathe']",['https://www.msnbc.com/msnbc/watch/new-video-shows-another-angle-of-george-floyd-being-restrained-by-police-84061253930?cid=sm_npd_ms_tw_ma']
['animallovers'],[]
"['Iran', 'Trump', 'WorldWar3']",[]
"['BlakeLivesMatter', 'GeorgeFloyd', 'GeorgeFloydFuneral']",[]
"['BlackLivesMattter', 'TrumpOut2020', 'nycprotests', 'PoliceBrutality', 'protests2020']",[]
"['TraitorTrump', 'VoteBlueToSaveAmerica']",[]
"['Iranians', 'GeorgeFloyd', 'BlackLivesMatters']",['https://behdasht.news/fa/news-details/153903/%D9%85%D8%B1%D8%AF%D9%85-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D9%87-%DB%8C%D8%A7%D8%AF-%D8%AC%D9%88%D8%B1%D8%AC-%D9%81%D9%84%D9%88%DB%8C%D8%AF-%D8%B4%D9%85%D8%B9-%D8%B1%D9%88%D8%B4%D9%86-%DA%A9%D8%B1%D8%AF%D9%86%D8%AF-+-%D8%B9%DA%A9%D8%B3/']
"['GenZ', 'tiktokteens', 'kpopstans']",['https://www.nytimes.com/2020/06/21/style/tiktok-trump-rally-tulsa.html']
"['NATO', 'Macron', 'Trump']",[]
"['ItWasAllGoingGreatUntil', 'HappyBirthdayObama']",[]
"['2020Election', 'TrumpPressConference']",[]
"['GeorgeFloyd', 'VoteBlue']",[]
['COVID19'],[]
['TrumpFailure'],[]
[],[]
"['عاجل', 'سوريا']",[]
['اهل_البيت_خط_احمر'],[]
"['عاجل', 'أميركا']",[]
"['COVID__19', 'coronavirus', 'COVID']",[]
['اهل_البيت_خط_احمر'],[]
"['CoronaVirusUpdates', 'Corona', 'Coronavirusmexico']",[]
"['CoronavirusPandemic', 'Covid_19', 'EEUU']",[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
['صفقة_التطبيع'],[]
"['Venezuela', 'Colombia', 'EEUU']",[]
"['COVIDー19', 'coronapocolypse', 'CoronaVirusUpdates']",[]
['مليونية_سيادة_العراق'],[]
['اهل_البيت_خط_احمر'],[]
"['hosnimubarak', '25Febrero', 'Egipto']",[]
"['BlackLivesMattters', 'racism', 'Trump2020NowMoreThanEver']",[]
['مليونية_سيادة_العراق'],[]
"['CoronavirusPandemic', 'Covid_19', 'PresidentSanders']",[]
"['ChileJuntos', 'ChileViolatesHumanRights', '13Feb']",[]
['TrumpLied200KDied'],[]
['No2IRChinaTreaty'],[]
['FakeMelania'],[]
['DropOutBernie'],[]
[],[]
['ImpeachingHearing'],[]
[],[]
"['TrumpIsLosing', 'CoronaVirusUpdates']",[]
[],[]
"['LiberalismIsAMentalDisorder', 'SocialismKills', 'KAG2020TRUMPVICTORY']",[]
['TrumpIsLosing'],[]
[],[]
['IStandWithIlhan'],[]
['August27'],[]
['BidenWonTheDebate'],[]
['EvictTrump'],[]
['RepJohnLewisLost'],[]
"['frasesdereflexion', 'positivity']",[]
['frasesderelexion'],[]
"['TrumpKillsFlorida', 'TrumpEstaMatandoFlorida']",[]
[],[]
['TrumpkillsAmericans'],[]
['frasesdereflexion'],[]
['TrumpRally'],[]
[],[]
['طلوع_امپراتوری_کورش'],[]
"['لیدر_میلیونها_ایرانی', 'اوباما', 'کلینتون', 'کری', 'بایدن']",['https://twitter.com/restartleader/status/1309865098991689729?s=21']
"['العراق', 'الحشد_الشعبي']",[]
['FreePalestine'],[]
['مليونية_سيادة_العراق'],[]
['coronavirus'],[]
['صفقة_التطبيع'],[]
['المتظاهرین_مع_الحشد'],[]
['العراق_أقوى'],[]
['مليونية_سيادة_العراق'],[]
['protests2020'],[]
['عراقي_ومن_حقي_أسأل'],[]
"['مليونية_سيادة_العراق', 'ثوره_العشرين_الثانيه_2020']",[]
['عراقي_ومن_حقي_أسأل'],[]
['المتظاهرین_مع_الحشد'],[]
"['العراق_لن_یحترق', 'ایران_والعراق_لایمکن_الفراق']",[]
['StupidityIn4Words'],[]
"['العراق_لن_یحترق', 'ایران_والعراق_لایمکن_الفراق']",[]
"['رضا_شاه', 'زمین_خوار', 'شاهزاده_رضا_پهلوی', 'حکومت_پهلوی', 'آزادی']",[]
"['اختناق', 'انسداد_فرهنگی']",[]
"['HumanRights', 'Israel', 'Israelcriminal']",[]
['WalkingDead'],[]
"['LockHimUp', 'Melania', 'BooTrump', 'WorldSeries']",[]
"['CriminalTrump', 'FridayThoughts']",[]
"['Israel', 'Palestine']",['https://nypost.com/2020/02/14/the-uns-anti-israel-blacklist-will-harm-a-lot-of-palestinians/']
"['coronavirus', 'Israel', 'CoronavirusOutbreak']",['https://www.haaretz.com/israel-news/business/.premium-israeli-tourism-officials-worry-that-coronavirus-will-cause-sector-s-collapse-1.8593144']
"['TrumpDementiaSyndrome', 'TrumpDenies', 'TrumpTraitor']",[]
"['HumanRights', 'HumanRightsViolations', 'HongKongProtests']",[]
"['coronavirus', 'COVID19']",[]
"['coronavirus', 'Corona', 'CoronaVirusUpdate']",[]
"['HumanRights', 'HumanRightsViolations', 'BlackLivesMatter']",[]
"['HumanRights', 'TrumpResignNow', 'BarrResign']",[]
['EarthquakingTunes'],[]
"['ImpeachTrump', 'ImpeachBarr', 'Barr']",['https://www.washingtonpost.com/national-security/barr-doesnt-accept-key-inspector-general-finding-about-fbis-russia-investigation/2019/12/02/4464f018-154d-11ea-a659-7d69641c6ff7_story.html#click=https://t.co/wci7Th8BiW']
"['Covid_19', 'coronadebat', 'Trump']",['https://www.washingtonpost.com/nation/2020/09/02/coronavirus-covid-live-updates-us/']
"['TrumpCoupPlot', 'TrumpDestroysDemocracy', 'coronavirus', 'COVIDー19']",['https://www.nytimes.com/2020/09/25/world/asia/trump-united-states.html?smtyp=cur&smid=tw-nytimes']
"['HumanRights', 'Yemen', 'coronavirus']",[]
"['TrumpLied200KDied', 'TrumpRally', 'TrumpTownHall', 'HumanRights']",['https://www.washingtonpost.com/opinions/2020/09/14/trump-joins-worlds-worst-human-rights-violators-waging-war-icc/']
['مليونية_سيادة_العراق'],[]
"['EEUU', 'Venezuela', '21Septiembre']",[]
['صفقة_التطبيع'],[]
"['Chile', 'ChileDespertó', 'Chilenos']",[]
['اهل_البيت_خط_احمر'],[]
[],[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['BlackLivesMattters', 'GeorgeFloydprotest', 'Berlin']",[]
"['COVID2019', 'CoronavirusPandemic', 'Covid_19']",[]
"['Colombia', 'ColombiaDespierta', '23Sept']",[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['chiledespertó', 'Chile', '15Mayo']",[]
"['Chile', 'COVID19', 'coronavirus']",[]
"['COVID19', 'COVID19outbreak', 'coronavirus']",[]
"['Venezuela', 'FuriaBolivariana', '5Mayo']",[]
"['Coronavirusnyc', 'COVID19', 'Coronafighters']",[]
"['HabilitenLaDemocracia', 'Bolivia', 'EvoMorales']",[]
['SemangatSenin'],[]
['KenaikanIsaAlmasih'],[]
"['kaabaunitesus', 'Hajj2019']",['https://www.liputan6.com/surabaya/read/4031171/cerita-warga-asal-pasuruan-jadi-korban-dugaan-penipuan-ibadah-haji']
['AyoWisataKePalembang'],[]
